city,country,year,lst_anomaly_c,ndvi_mean,impervious_pct,tree_canopy_pct,pop_density_km2,heat_mortality_per_100k,climate_zone
Buenos Aires,Argentina,2023,2.735,0.1957,66,20,5265,1.1,Cfa
Buenos Aires,Argentina,2024,2.936,0.1949,66,20,5265,1.1,Cfa
Buenos Aires,Argentina,2025,2.465,0.1931,66,20,5265,1.1,Cfa
Chongqing,China,2015,3.09,0.2581,55,23,1856,2.6,Cfa
Chongqing,China,2016,3.323,0.2649,55,23,1856,2.6,Cfa
Chongqing,China,2017,3.07,0.2591,55,23,1856,2.6,Cfa
Chongqing,China,2018,3.144,0.2521,55,23,1856,2.6,Cfa
Chongqing,China,2019,3.252,0.26,55,23,1856,2.6,Cfa
Chongqing,China,2020,3.111,0.2491,55,23,1856,2.6,Cfa
Chongqing,China,2021,3.285,0.2505,55,23,1856,2.6,Cfa
Chongqing,China,2022,3.13,0.2358,55,23,1856,2.6,Cfa
Chongqing,China,2023,3.406,0.2397,55,23,1856,2.6,Cfa
Chongqing,China,2024,3.382,0.2495,55,23,1856,2.6,Cfa
Chongqing,China,2025,3.493,0.2405,55,23,1856,2.6,Cfa
Istanbul,Turkey,2015,3.009,0.1945,68,14,2989,1.7,Csa
Istanbul,Turkey,2016,3.037,0.1848,68,14,2989,1.7,Csa
Istanbul,Turkey,2017,2.91,0.1863,68,14,2989,1.7,Csa
Istanbul,Turkey,2018,2.78,0.1818,68,14,2989,1.7,Csa
Istanbul,Turkey,2019,2.913,0.1803,68,14,2989,1.7,Csa
Istanbul,Turkey,2020,3.009,0.1837,68,14,2989,1.7,Csa
Istanbul,Turkey,2021,2.981,0.1721,68,14,2989,1.7,Csa
Istanbul,Turkey,2022,2.917,0.1726,68,14,2989,1.7,Csa
Istanbul,Turkey,2023,2.853,0.1773,68,14,2989,1.7,Csa
Istanbul,Turkey,2024,3.362,0.1646,68,14,2989,1.7,Csa
Istanbul,Turkey,2025,2.876,0.1681,68,14,2989,1.7,Csa
Kolkata,India,2015,3.138,0.1627,71,7,24252,4.4,Aw
Kolkata,India,2016,3.078,0.1693,71,7,24252,4.4,Aw
Kolkata,India,2017,3.286,0.1713,71,7,24252,4.4,Aw
Kolkata,India,2018,3.362,0.1654,71,7,24252,4.4,Aw
Kolkata,India,2019,3.408,0.1654,71,7,24252,4.4,Aw
Kolkata,India,2020,2.875,0.162,71,7,24252,4.4,Aw
Kolkata,India,2021,3.112,0.1487,71,7,24252,4.4,Aw
Kolkata,India,2022,3.033,0.1544,71,7,24252,4.4,Aw
Kolkata,India,2023,3.621,0.1531,71,7,24252,4.4,Aw
Kolkata,India,2024,3.651,0.1489,71,7,24252,4.4,Aw
Kolkata,India,2025,3.366,0.1476,71,7,24252,4.4,Aw
Manila,Philippines,2015,2.643,0.1433,80,8,71263,3.8,Aw
Manila,Philippines,2016,2.946,0.1406,80,8,71263,3.8,Aw
Manila,Philippines,2017,2.699,0.137,80,8,71263,3.8,Aw
Manila,Philippines,2018,2.788,0.1471,80,8,71263,3.8,Aw
Manila,Philippines,2019,2.754,0.1392,80,8,71263,3.8,Aw
Manila,Philippines,2020,2.855,0.1465,80,8,71263,3.8,Aw
Manila,Philippines,2021,2.632,0.148,80,8,71263,3.8,Aw
Manila,Philippines,2022,2.881,0.1458,80,8,71263,3.8,Aw
Manila,Philippines,2023,3.236,0.1353,80,8,71263,3.8,Aw
Manila,Philippines,2024,3.247,0.1363,80,8,71263,3.8,Aw
Manila,Philippines,2025,3.024,0.1327,80,8,71263,3.8,Aw
Lagos,Nigeria,2015,2.723,0.1995,62,12,14800,,Aw
Lagos,Nigeria,2016,2.341,0.1966,62,12,14800,,Aw
Lagos,Nigeria,2017,2.417,0.2035,62,12,14800,,Aw
Lagos,Nigeria,2018,2.368,0.191,62,12,14800,,Aw
Lagos,Nigeria,2019,2.392,0.2002,62,12,14800,,Aw
Lagos,Nigeria,2020,2.573,0.1962,62,12,14800,,Aw
Lagos,Nigeria,2021,2.503,0.1828,62,12,14800,,Aw
Lagos,Nigeria,2022,2.358,0.1836,62,12,14800,,Aw
Lagos,Nigeria,2023,2.403,0.1885,62,12,14800,,Aw
Lagos,Nigeria,2024,2.691,0.1826,62,12,14800,,Aw
Lagos,Nigeria,2025,2.689,0.1809,62,12,14800,,Aw
Rio de Janeiro,Brazil,2015,2.36,0.2991,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2016,2.464,0.2982,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2017,2.471,0.2967,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2018,2.377,0.2922,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2019,2.24,0.2908,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2020,2.47,0.2923,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2021,2.006,0.2902,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2022,2.189,0.2911,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2023,2.403,0.2734,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2024,2.499,0.2676,58,29,5265,1.3,Aw
Rio de Janeiro,Brazil,2025,2.34,0.2757,58,29,5265,1.3,Aw
Tianjin,China,2015,2.884,0.1489,62,10,1450,2.2,Dwa
Tianjin,China,2016,3.309,0.1538,62,10,1450,2.2,Dwa
Tianjin,China,2017,3.014,0.1477,62,10,1450,2.2,Dwa
Tianjin,China,2018,2.933,0.1401,62,10,1450,2.2,Dwa
Tianjin,China,2019,3.324,0.1389,62,10,1450,2.2,Dwa
Tianjin,China,2020,2.841,0.1346,62,10,1450,2.2,Dwa
Tianjin,China,2021,3.224,0.1402,62,10,1450,2.2,Dwa
Tianjin,China,2022,3.035,0.1441,62,10,1450,2.2,Dwa
Tianjin,China,2023,3.435,0.1378,62,10,1450,2.2,Dwa
Tianjin,China,2024,3.326,0.1395,62,10,1450,2.2,Dwa
Tianjin,China,2025,3.339,0.1283,62,10,1450,2.2,Dwa
Kinshasa,DRC,2015,2.238,0.279,48,22,9217,,Aw
Kinshasa,DRC,2016,2.135,0.2743,48,22,9217,,Aw
Kinshasa,DRC,2017,1.958,0.2742,48,22,9217,,Aw
Kinshasa,DRC,2018,2.087,0.2805,48,22,9217,,Aw
Kinshasa,DRC,2019,1.825,0.2738,48,22,9217,,Aw
Kinshasa,DRC,2020,2.192,0.2648,48,22,9217,,Aw
Kinshasa,DRC,2021,2.158,0.27,48,22,9217,,Aw
Kinshasa,DRC,2022,2.184,0.2665,48,22,9217,,Aw
Kinshasa,DRC,2023,2.084,0.2597,48,22,9217,,Aw
Kinshasa,DRC,2024,2.31,0.2637,48,22,9217,,Aw
Kinshasa,DRC,2025,2.233,0.2658,48,22,9217,,Aw
Guangzhou,China,2015,3.479,0.2184,64,20,1914,2.0,Cwa
Guangzhou,China,2016,3.556,0.2127,64,20,1914,2.0,Cwa
Guangzhou,China,2017,3.571,0.2255,64,20,1914,2.0,Cwa
Guangzhou,China,2018,3.303,0.2206,64,20,1914,2.0,Cwa
Guangzhou,China,2019,3.297,0.2151,64,20,1914,2.0,Cwa
Guangzhou,China,2020,3.673,0.2041,64,20,1914,2.0,Cwa
Guangzhou,China,2021,3.258,0.2149,64,20,1914,2.0,Cwa
Guangzhou,China,2022,3.33,0.2084,64,20,1914,2.0,Cwa
Guangzhou,China,2023,3.712,0.2047,64,20,1914,2.0,Cwa
Guangzhou,China,2024,3.746,0.2067,64,20,1914,2.0,Cwa
Guangzhou,China,2025,3.77,0.2001,64,20,1914,2.0,Cwa
Los Angeles,USA,2015,3.026,0.1937,70,19,3276,0.7,Csb
Los Angeles,USA,2016,3.286,0.1942,70,19,3276,0.7,Csb
Los Angeles,USA,2017,3.064,0.1954,70,19,3276,0.7,Csb
Los Angeles,USA,2018,3.043,0.1941,70,19,3276,0.7,Csb
Los Angeles,USA,2019,3.178,0.1886,70,19,3276,0.7,Csb
Los Angeles,USA,2020,2.996,0.1951,70,19,3276,0.7,Csb
Los Angeles,USA,2021,2.906,0.1833,70,19,3276,0.7,Csb
Los Angeles,USA,2022,2.905,0.182,70,19,3276,0.7,Csb
Los Angeles,USA,2023,3.189,0.1804,70,19,3276,0.7,Csb
Los Angeles,USA,2024,2.94,0.1816,70,19,3276,0.7,Csb
Los Angeles,USA,2025,3.362,0.1895,70,19,3276,0.7,Csb
Moscow,Russia,2015,2.8,0.2822,58,26,4925,1.4,Dfb
Moscow,Russia,2016,2.601,0.2823,58,26,4925,1.4,Dfb
Moscow,Russia,2017,2.579,0.2797,58,26,4925,1.4,Dfb
Moscow,Russia,2018,2.446,0.2721,58,26,4925,1.4,Dfb
Moscow,Russia,2019,2.754,0.2705,58,26,4925,1.4,Dfb
Moscow,Russia,2020,2.838,0.2619,58,26,4925,1.4,Dfb
Moscow,Russia,2021,2.389,0.2627,58,26,4925,1.4,Dfb
Moscow,Russia,2022,2.53,0.2654,58,26,4925,1.4,Dfb
Moscow,Russia,2023,2.808,0.2691,58,26,4925,1.4,Dfb
Moscow,Russia,2024,2.956,0.2612,58,26,4925,1.4,Dfb
Moscow,Russia,2025,2.87,0.2591,58,26,4925,1.4,Dfb
Shenzhen,China,2015,3.297,0.2294,72,22,6851,1.8,Cwa
Shenzhen,China,2016,3.461,0.2213,72,22,6851,1.8,Cwa
Shenzhen,China,2017,3.297,0.2241,72,22,6851,1.8,Cwa
Shenzhen,China,2018,3.083,0.2137,72,22,6851,1.8,Cwa
Shenzhen,China,2019,3.418,0.2209,72,22,6851,1.8,Cwa
Shenzhen,China,2020,3.59,0.2097,72,22,6851,1.8,Cwa
Shenzhen,China,2021,3.415,0.2157,72,22,6851,1.8,Cwa
Shenzhen,China,2022,3.444,0.2215,72,22,6851,1.8,Cwa
Shenzhen,China,2023,3.45,0.2191,72,22,6851,1.8,Cwa
Shenzhen,China,2024,3.626,0.2113,72,22,6851,1.8,Cwa
Shenzhen,China,2025,3.389,0.2018,72,22,6851,1.8,Cwa
Lahore,Pakistan,2015,2.894,0.1087,70,7,6500,5.8,BSh
Lahore,Pakistan,2016,3.103,0.1126,70,7,6500,5.8,BSh
Lahore,Pakistan,2017,3.102,0.1268,70,7,6500,5.8,BSh
Lahore,Pakistan,2018,2.893,0.1213,70,7,6500,5.8,BSh
Lahore,Pakistan,2019,3.09,0.1093,70,7,6500,5.8,BSh
Lahore,Pakistan,2020,3.273,0.1157,70,7,6500,5.8,BSh
Lahore,Pakistan,2021,2.626,0.1093,70,7,6500,5.8,BSh
Lahore,Pakistan,2022,2.906,0.1021,70,7,6500,5.8,BSh
Lahore,Pakistan,2023,3.24,0.1016,70,7,6500,5.8,BSh
Lahore,Pakistan,2024,3.159,0.1057,70,7,6500,5.8,BSh
Lahore,Pakistan,2025,3.094,0.1037,70,7,6500,5.8,BSh
Bangalore,India,2015,2.177,0.2203,63,18,4381,2.1,Aw
Bangalore,India,2016,2.286,0.2111,63,18,4381,2.1,Aw
Bangalore,India,2017,2.507,0.202,63,18,4381,2.1,Aw
Bangalore,India,2018,2.428,0.2006,63,18,4381,2.1,Aw
Bangalore,India,2019,2.581,0.1914,63,18,4381,2.1,Aw
Bangalore,India,2020,2.727,0.1979,63,18,4381,2.1,Aw
Bangalore,India,2021,2.334,0.2021,63,18,4381,2.1,Aw
Bangalore,India,2022,2.563,0.1939,63,18,4381,2.1,Aw
Bangalore,India,2023,2.814,0.1954,63,18,4381,2.1,Aw
Bangalore,India,2024,2.871,0.1909,63,18,4381,2.1,Aw
Bangalore,India,2025,2.692,0.1845,63,18,4381,2.1,Aw
Paris,France,2015,3.251,0.2656,74,24,20382,1.2,Cfb
Paris,France,2016,3.172,0.2673,74,24,20382,1.2,Cfb
Paris,France,2017,3.196,0.2693,74,24,20382,1.2,Cfb
Paris,France,2018,3.254,0.2627,74,24,20382,1.2,Cfb
Paris,France,2019,3.267,0.2702,74,24,20382,1.2,Cfb
Paris,France,2020,3.366,0.2652,74,24,20382,1.2,Cfb
Paris,France,2021,3.245,0.2576,74,24,20382,1.2,Cfb
Paris,France,2022,3.004,0.2504,74,24,20382,1.2,Cfb
Paris,France,2023,2.956,0.2581,74,24,20382,1.2,Cfb
Paris,France,2024,3.463,0.2594,74,24,20382,1.2,Cfb
Paris,France,2025,3.221,0.2464,74,24,20382,1.2,Cfb
Bogotá,Colombia,2015,2.025,0.2343,61,20,4310,0.4,Cfb
Bogotá,Colombia,2016,2.17,0.2445,61,20,4310,0.4,Cfb
Bogotá,Colombia,2017,2.2,0.2371,61,20,4310,0.4,Cfb
Bogotá,Colombia,2018,2.269,0.2353,61,20,4310,0.4,Cfb
Bogotá,Colombia,2019,2.221,0.2251,61,20,4310,0.4,Cfb
Bogotá,Colombia,2020,2.008,0.2352,61,20,4310,0.4,Cfb
Bogotá,Colombia,2021,2.242,0.2354,61,20,4310,0.4,Cfb
Bogotá,Colombia,2022,2.034,0.2249,61,20,4310,0.4,Cfb
Bogotá,Colombia,2023,2.085,0.2253,61,20,4310,0.4,Cfb
Bogotá,Colombia,2024,2.248,0.2152,61,20,4310,0.4,Cfb
Bogotá,Colombia,2025,2.187,0.2125,61,20,4310,0.4,Cfb
Jakarta,Indonesia,2015,2.67,0.1816,77,11,15342,3.1,Af
Jakarta,Indonesia,2016,2.771,0.179,77,11,15342,3.1,Af
Jakarta,Indonesia,2017,2.591,0.1878,77,11,15342,3.1,Af
Jakarta,Indonesia,2018,2.44,0.1803,77,11,15342,3.1,Af
Jakarta,Indonesia,2019,2.676,0.1907,77,11,15342,3.1,Af
Jakarta,Indonesia,2020,2.848,0.1782,77,11,15342,3.1,Af
Jakarta,Indonesia,2021,2.74,0.1645,77,11,15342,3.1,Af
Jakarta,Indonesia,2022,2.835,0.1824,77,11,15342,3.1,Af
Jakarta,Indonesia,2023,2.537,0.1661,77,11,15342,3.1,Af
Jakarta,Indonesia,2024,2.667,0.1727,77,11,15342,3.1,Af
Jakarta,Indonesia,2025,2.714,0.1727,77,11,15342,3.1,Af
Chennai,India,2015,2.538,0.1447,67,9,6937,2.9,Aw
Chennai,India,2016,2.686,0.1517,67,9,6937,2.9,Aw
Chennai,India,2017,2.605,0.1436,67,9,6937,2.9,Aw
Chennai,India,2018,3.083,0.1372,67,9,6937,2.9,Aw
Chennai,India,2019,2.917,0.1366,67,9,6937,2.9,Aw
Chennai,India,2020,2.541,0.1411,67,9,6937,2.9,Aw
Chennai,India,2021,2.653,0.1297,67,9,6937,2.9,Aw
Chennai,India,2022,2.661,0.1359,67,9,6937,2.9,Aw
Chennai,India,2023,3.093,0.1293,67,9,6937,2.9,Aw
Chennai,India,2024,3.091,0.1272,67,9,6937,2.9,Aw
Chennai,India,2025,2.895,0.1381,67,9,6937,2.9,Aw
Lima,Peru,2015,1.847,0.0689,73,2,3229,0.8,BWn
Lima,Peru,2016,2.236,0.0528,73,2,3229,0.8,BWn
Lima,Peru,2017,2.266,0.06,73,2,3229,0.8,BWn
Lima,Peru,2018,2.233,0.0571,73,2,3229,0.8,BWn
Lima,Peru,2019,2.042,0.0427,73,2,3229,0.8,BWn
Lima,Peru,2020,2.252,0.0418,73,2,3229,0.8,BWn
Lima,Peru,2021,1.978,0.0482,73,2,3229,0.8,BWn
Lima,Peru,2022,2.149,0.0485,73,2,3229,0.8,BWn
Lima,Peru,2023,2.181,0.0467,73,2,3229,0.8,BWn
Lima,Peru,2024,2.298,0.0402,73,2,3229,0.8,BWn
Lima,Peru,2025,2.318,0.0396,73,2,3229,0.8,BWn
Bangkok,Thailand,2015,3.068,0.1773,71,10,5765,2.4,Aw
Bangkok,Thailand,2016,3.454,0.1758,71,10,5765,2.4,Aw
Bangkok,Thailand,2017,3.086,0.1638,71,10,5765,2.4,Aw
Bangkok,Thailand,2018,2.98,0.1682,71,10,5765,2.4,Aw
Bangkok,Thailand,2019,2.953,0.1645,71,10,5765,2.4,Aw
Bangkok,Thailand,2020,2.973,0.1668,71,10,5765,2.4,Aw
Bangkok,Thailand,2021,3.026,0.1578,71,10,5765,2.4,Aw
Bangkok,Thailand,2022,2.977,0.1533,71,10,5765,2.4,Aw
Bangkok,Thailand,2023,3.279,0.1574,71,10,5765,2.4,Aw
Bangkok,Thailand,2024,3.085,0.1568,71,10,5765,2.4,Aw
Bangkok,Thailand,2025,3.121,0.1472,71,10,5765,2.4,Aw
Seoul,South Korea,2015,3.153,0.2538,65,28,15988,1.6,Dwa
Seoul,South Korea,2016,3.318,0.2564,65,28,15988,1.6,Dwa
Seoul,South Korea,2017,3.531,0.2534,65,28,15988,1.6,Dwa
Seoul,South Korea,2018,2.989,0.249,65,28,15988,1.6,Dwa
Seoul,South Korea,2019,3.339,0.2537,65,28,15988,1.6,Dwa
Seoul,South Korea,2020,3.569,0.244,65,28,15988,1.6,Dwa
Seoul,South Korea,2021,3.277,0.2493,65,28,15988,1.6,Dwa
Seoul,South Korea,2022,3.476,0.2523,65,28,15988,1.6,Dwa
Seoul,South Korea,2023,3.767,0.2394,65,28,15988,1.6,Dwa
Seoul,South Korea,2024,3.497,0.2411,65,28,15988,1.6,Dwa
Seoul,South Korea,2025,3.453,0.2402,65,28,15988,1.6,Dwa
Nagoya,Japan,2015,3.746,0.2194,69,17,7092,1.9,Cfa
Nagoya,Japan,2016,3.671,0.2189,69,17,7092,1.9,Cfa
